date,close,open,high,low
2021-05-20,13535.74,13356.63,13563.52,13355.71
2021-05-21,13470.99,13616.19,13616.58,13463.26
2021-05-24,13661.17,13661.17,13708.85,13551.01
2021-05-25,13657.17,13721.54,13751.14,13631.80
2021-05-26,13738.00,13693.94,13750.16,13679.59
2021-05-27,13736.28,13742.58,13776.52,13701.63
2021-05-28,13748.74,13792.05,13820.87,13747.61
2021-06-01,13736.48,13829.06,13836.17,13678.77
2021-06-02,13756.33,13743.24,13775.89,13689.74
2021-06-03,13614.51,13655.75,13684.13,13548.93
2021-06-04,13814.49,13697.25,13826.82,13692.01
2021-06-07,13881.72,13802.82,13889.11,13784.89
2021-06-08,13924.91,13946.32,13981.72,13831.98
2021-06-09,13911.75,13980.23,14003.50,13906.45
2021-06-10,14020.33,13933.88,14031.19,13904.40
2021-06-11,14069.42,14030.85,14069.42,14006.59
2021-06-14,14174.14,14083.47,14175.45,14056.67
2021-06-15,14072.86,14166.64,14171.02,14052.16
2021-06-16,14039.68,14085.55,14129.69,13903.73
2021-06-17,14161.35,13999.13,14196.21,13998.93
2021-06-18,14030.38,14096.93,14129.22,14009.04
2021-06-21,14141.48,14047.42,14150.78,13960.04
2021-06-22,14253.27,14138.29,14269.77,14121.00
2021-06-23,14271.73,14263.38,14317.66,14246.30
2021-06-24,14369.71,14357.27,14414.46,14333.70
2021-06-25,14360.39,14400.81,14409.08,14337.65
2021-06-28,14500.51,14417.81,14505.19,14417.20
2021-06-29,14528.33,14509.19,14535.97,14471.38
2021-06-30,14503.95,14509.85,14526.81,14478.06
2021-07-01,14522.38,14493.69,14533.55,14439.40
2021-07-02,14639.33,14582.98,14649.11,14555.34
2021-07-06,14663.64,14661.55,14687.00,14529.80
2021-07-07,14665.06,14753.41,14755.33,14580.79
2021-07-08,14559.78,14409.20,14610.06,14371.59
2021-07-09,14701.92,14661.42,14710.20,14552.26
2021-07-12,14733.24,14743.86,14761.08,14672.63
2021-07-13,14677.65,14715.13,14803.68,14660.19
2021-07-14,14644.95,14780.90,14790.55,14632.95
2021-07-15,14543.13,14635.78,14650.37,14451.80
2021-07-16,14427.24,14597.51,14623.02,14413.32
2021-07-19,14274.98,14235.98,14313.60,14178.66
2021-07-20,14498.88,14330.46,14555.75,14271.23
2021-07-21,14631.95,14508.75,14633.14,14498.65
2021-07-22,14684.60,14652.72,14694.19,14617.87
2021-07-23,14836.99,14753.06,14846.06,14698.77
2021-07-26,14840.71,14821.03,14863.65,14790.49
2021-07-27,14660.58,14807.95,14811.08,14503.76
2021-07-28,14762.58,14783.54,14798.88,14645.63
2021-07-29,14778.26,14771.17,14833.74,14761.38
2021-07-30,14672.68,14615.85,14728.78,14615.85
2021-08-02,14681.07,14672.68,14770.41,14665.67
2021-08-03,14761.29,14713.99,14762.60,14584.09
2021-08-04,14780.53,14747.21,14812.37,14734.12
2021-08-05,14895.12,14794.08,14896.47,14776.03
2021-08-06,14835.76,14864.22,14890.18,14788.59
2021-08-09,14860.18,14855.76,14883.81,14802.69
2021-08-10,14788.09,14887.74,14894.61,14754.48
2021-08-11,14765.14,14834.38,14842.50,14692.41
2021-08-12,14816.26,14751.36,14824.31,14698.94
2021-08-13,14822.90,14825.07,14850.61,14797.22
2021-08-16,14793.76,14771.53,14794.68,14610.02
2021-08-17,14656.18,14670.56,14716.95,14550.88
2021-08-18,14525.91,14636.24,14697.25,14516.30
2021-08-19,14541.79,14423.16,14610.76,14423.16
2021-08-20,14714.66,14571.53,14722.16,14571.53
2021-08-23,14942.65,14776.98,14963.47,14776.98
2021-08-24,15019.80,14978.14,15034.89,14965.54
2021-08-25,15041.86,15039.03,15059.43,15011.58
2021-08-26,14945.81,15025.17,15059.63,14939.56
2021-08-27,15129.50,14969.77,15144.48,14966.52
2021-08-30,15265.89,15165.94,15288.08,15165.12
2021-08-31,15259.24,15262.88,15278.96,15202.67
2021-09-01,15309.38,15308.98,15379.50,15302.11
2021-09-02,15331.18,15358.47,15380.07,15285.35
2021-09-03,15363.52,15313.41,15375.56,15283.67
2021-09-07,15374.33,15375.98,15403.44,15343.28
2021-09-08,15286.64,15360.35,15360.35,15206.61
2021-09-09,15248.25,15296.06,15352.38,15245.17
2021-09-10,15115.49,15332.92,15349.47,15111.31
2021-09-13,15105.58,15211.43,15215.44,15030.85
2021-09-14,15037.76,15168.45,15181.19,15008.30
2021-09-15,15161.53,15071.34,15174.38,14984.68
2021-09-16,15181.92,15120.09,15205.50,15047.14
2021-09-17,15043.97,15163.35,15166.56,14998.73
2021-09-20,14713.90,14758.14,14841.82,14530.07
2021-09-21,14746.40,14803.36,14847.03,14696.47
2021-09-22,14896.85,14800.59,14950.12,14767.01
2021-09-23,15052.24,14960.00,15085.44,14932.51
2021-09-24,15047.70,14961.61,15067.56,14946.57
2021-09-27,14969.97,14954.18,15003.16,14864.96
2021-09-28,14546.68,14787.21,14817.74,14539.88
2021-09-29,14512.44,14614.88,14676.62,14493.67
2021-09-30,14448.58,14582.60,14632.36,14444.30
2021-10-01,14566.70,14494.93,14606.82,14324.01
2021-10-04,14255.48,14493.12,14499.74,14181.69
2021-10-05,14433.83,14312.86,14508.65,14299.78
2021-10-06,14501.91,14289.45,14509.55,14259.07
2021-10-07,14654.02,14631.80,14755.72,14615.14
2021-10-08,14579.54,14694.72,14699.91,14569.68
2021-10-11,14486.20,14540.08,14665.99,14482.61
2021-10-12,14465.92,14539.09,14552.71,14441.60
2021-10-13,14571.64,14537.17,14589.28,14471.87
2021-10-14,14823.43,14717.50,14827.56,14699.52
2021-10-15,14897.34,14891.24,14904.98,14847.96
2021-10-18,15021.81,14839.74,15026.68,14833.28
2021-10-19,15129.09,15073.13,15137.85,15049.73
2021-10-20,15121.68,15160.00,15178.39,15071.15
2021-10-21,15215.70,15104.80,15222.25,15094.14
2021-10-22,15090.20,15158.06,15193.01,15021.02
2021-10-25,15226.71,15165.52,15259.63,15070.75
2021-10-26,15235.71,15317.50,15384.00,15198.23
2021-10-27,15235.84,15276.00,15364.54,15235.84
2021-10-28,15448.12,15304.74,15452.30,15290.31
2021-10-29,15498.39,15323.29,15504.12,15323.29
2021-11-01,15595.92,15541.26,15598.95,15470.82
2021-11-02,15649.60,15583.98,15656.60,15569.27
2021-11-03,15811.58,15658.52,15821.57,15616.44
2021-11-04,15940.31,15849.74,15966.09,15827.66
2021-11-05,15971.59,16003.56,16053.39,15900.78
2021-11-08,15982.36,15995.72,16038.23,15961.81
2021-11-09,15886.54,16024.13,16035.21,15836.68
2021-11-10,15622.71,15753.84,15867.24,15543.68
2021-11-11,15704.28,15752.08,15768.03,15695.77
2021-11-12,15860.96,15752.62,15874.57,15705.38
2021-11-15,15853.85,15894.82,15918.45,15778.31
2021-11-16,15973.86,15840.32,15989.61,15825.00
2021-11-17,15921.57,15973.62,15998.57,15909.39
2021-11-18,15993.71,15973.39,16010.88,15848.83
2021-11-19,16057.44,16042.16,16121.12,16017.23
2021-11-22,15854.76,16120.92,16212.23,15851.04
2021-11-23,15775.14,15809.50,15895.86,15601.46
2021-11-24,15845.23,15677.88,15848.56,15591.36
2021-11-26,15491.66,15664.38,15731.54,15456.09
2021-11-29,15782.83,15719.42,15833.11,15644.61
2021-11-30,15537.69,15716.50,15828.20,15451.39
2021-12-01,15254.05,15752.27,15816.82,15243.93
2021-12-02,15381.32,15181.82,15444.54,15150.12
2021-12-03,15085.47,15428.71,15470.36,14931.06
2021-12-06,15225.15,15117.63,15281.99,14931.61
2021-12-07,15686.92,15510.91,15720.09,15507.66
2021-12-08,15786.99,15690.65,15792.64,15618.88
2021-12-09,15517.37,15720.54,15796.05,15511.12
2021-12-10,15630.60,15629.59,15677.60,15477.85
2021-12-13,15413.28,15621.27,15637.06,15408.25
2021-12-14,15237.64,15215.96,15317.55,15097.35
2021-12-15,15565.58,15230.71,15575.76,15055.23
2021-12-16,15180.43,15629.08,15633.19,15119.49
2021-12-17,15169.68,15036.77,15288.78,14960.37
2021-12-20,14980.94,14933.00,15007.30,14860.04
2021-12-21,15341.09,15140.43,15349.06,15015.03
2021-12-22,15521.89,15319.16,15525.97,15303.06
2021-12-23,15653.37,15544.79,15697.98,15528.91
2021-12-27,15871.26,15696.83,15871.40,15696.83
2021-12-28,15781.72,15895.20,15901.47,15757.07
2021-12-29,15766.22,15794.92,15821.81,15679.85
2021-12-30,15741.56,15758.98,15868.09,15729.16
2021-12-31,15644.97,15722.91,15777.43,15643.93
2022-01-03,15832.80,15732.50,15832.80,15644.09
2022-01-04,15622.72,15852.14,15852.14,15512.41
2022-01-05,15100.17,15547.16,15586.30,15095.18
2022-01-06,15080.86,15024.15,15198.45,14914.87
2022-01-07,14935.90,15095.72,15171.02,14877.63
2022-01-10,14942.83,14751.78,14953.85,14530.23
2022-01-11,15153.45,14919.26,15158.71,14837.63
2022-01-12,15188.39,15263.10,15319.03,15117.29
2022-01-13,14806.81,15245.04,15259.71,14782.24
2022-01-14,14893.75,14708.02,14897.68,14689.43
2022-01-18,14506.90,14681.83,14740.54,14482.94
2022-01-19,14340.26,14582.22,14658.89,14331.65
2022-01-20,14154.02,14462.85,14642.03,14140.78
2022-01-21,13768.92,14046.22,14171.72,13764.24
2022-01-24,13855.13,13481.50,13876.61,13094.65
2022-01-25,13539.29,13610.87,13781.62,13414.14
2022-01-26,13542.12,13871.77,14002.65,13392.19
2022-01-27,13352.78,13710.99,13765.91,13322.66
2022-01-28,13770.57,13436.71,13771.91,13236.56
2022-01-31,14239.88,13812.19,14242.90,13767.71
2022-02-01,14346.00,14277.43,14358.69,14070.77
2022-02-02,14417.55,14494.47,14504.82,14264.65
2022-02-03,13878.82,14045.83,14207.88,13851.74
2022-02-04,14098.01,13958.48,14222.76,13850.39
2022-02-07,14015.67,14118.79,14236.31,13974.10
2022-02-08,14194.45,13984.43,14226.48,13934.78
2022-02-09,14490.37,14368.16,14490.72,14330.87
2022-02-10,14185.64,14228.68,14509.56,14118.20
2022-02-11,13791.15,14213.62,14246.70,13733.16
2022-02-14,13790.92,13768.97,13921.71,13664.76
2022-02-15,14139.76,13997.18,14142.49,13976.29
2022-02-16,14124.09,14038.92,14163.73,13931.99
2022-02-17,13716.72,14004.19,14020.82,13704.70
2022-02-18,13548.07,13735.40,13762.40,13465.56
2022-02-22,13381.52,13424.36,13618.72,13249.65
2022-02-23,13037.49,13511.75,13533.78,13032.17
2022-02-24,13473.58,12587.88,13486.11,12587.88
2022-02-25,13694.62,13485.26,13696.86,13358.29
2022-02-28,13751.40,13570.83,13810.64,13549.90
2022-03-01,13532.46,13716.70,13777.04,13441.32
2022-03-02,13752.02,13597.53,13796.55,13493.90
2022-03-03,13537.94,13837.59,13837.59,13472.64
2022-03-04,13313.44,13455.23,13486.71,13224.98
2022-03-07,12830.96,13328.36,13353.28,12828.02
2022-03-08,12795.55,12800.04,13159.44,12670.08
2022-03-09,13255.55,13113.70,13301.16,13039.79
2022-03-10,13129.96,13098.35,13163.50,12946.28
2022-03-11,12843.81,13229.77,13239.35,12830.37
2022-03-14,12581.22,12795.12,12918.01,12555.35
2022-03-15,12948.62,12685.23,12973.88,12616.59
2022-03-16,13436.55,13119.36,13440.12,12992.20
2022-03-17,13614.78,13360.72,13620.80,13317.14
2022-03-18,13893.84,13564.63,13899.28,13528.06
2022-03-21,13838.46,13860.39,13945.80,13682.55
2022-03-22,14108.82,13866.43,14141.07,13857.29
2022-03-23,13922.60,13990.35,14152.14,13921.65
2022-03-24,14191.84,14001.32,14193.55,13897.20
2022-03-25,14169.30,14194.72,14218.76,14010.79
2022-03-28,14354.90,14177.21,14356.00,14101.34
2022-03-29,14619.64,14500.39,14646.90,14419.40
2022-03-30,14442.27,14558.59,14609.25,14383.45
2022-03-31,14220.52,14444.78,14456.74,14217.72
2022-04-01,14261.50,14269.53,14306.94,14131.81
2022-04-04,14532.55,14304.35,14534.38,14286.45
2022-04-05,14204.17,14262.28,14500.29,14169.12
2022-04-06,13888.82,14002.58,14032.84,13788.90
2022-04-07,13897.30,13861.49,13978.25,13689.23
2022-04-08,13711.00,13830.47,13866.06,13693.69
2022-04-11,13411.96,13547.29,13585.08,13401.39
2022-04-12,13371.57,13584.69,13685.95,13317.74
2022-04-13,13643.59,13373.12,13679.43,13353.66
2022-04-14,13351.08,13647.43,13662.93,13345.22
2022-04-18,13332.36,13319.39,13414.27,13222.03
2022-04-19,13619.66,13312.44,13643.97,13281.22
2022-04-20,13453.07,13665.38,13678.55,13426.12
2022-04-21,13174.65,13623.70,13710.69,13140.83
2022-04-22,12839.29,13168.80,13212.60,12828.02
2022-04-25,13004.85,12749.17,13011.45,12722.59
2022-04-26,12490.74,12918.04,12918.04,12490.74
2022-04-27,12488.93,12500.88,12703.79,12430.90
2022-04-28,12871.53,12712.86,12948.52,12487.86
2022-04-29,12334.64,12710.42,12861.83,12315.74
2022-05-02,12536.02,12331.69,12542.54,12202.41
2022-05-03,12563.76,12511.46,12645.83,12460.99
2022-05-04,12964.86,12574.73,12985.01,12367.02
2022-05-05,12317.69,12787.52,12787.52,12183.56
2022-05-06,12144.66,12246.83,12358.42,11990.15
2022-05-09,11623.25,11923.03,11990.61,11574.94
2022-05-10,11737.67,11900.34,11944.94,11566.28
2022-05-11,11364.24,11645.57,11844.51,11339.18
2022-05-12,11370.96,11199.25,11547.33,11108.76
2022-05-13,11805.00,11555.97,11856.71,11510.26
2022-05-16,11662.79,11727.14,11804.59,11627.53
2022-05-17,11984.52,11887.98,11988.43,11754.28
2022-05-18,11418.15,11790.68,11826.22,11381.69
2022-05-19,11388.50,11364.40,11562.82,11313.31
2022-05-20,11354.62,11542.67,11552.21,11035.69
2022-05-23,11535.27,11395.47,11552.07,11304.56
2022-05-24,11264.45,11326.44,11351.61,11092.48
2022-05-25,11434.74,11225.03,11511.90,11211.85
2022-05-26,11740.65,11409.84,11796.97,11406.16
2022-05-27,12131.13,11869.69,12131.66,11856.82
2022-05-31,12081.39,12137.54,12190.08,11942.50
2022-06-01,11994.46,12176.89,12237.94,11901.43
2022-06-02,12316.90,11945.57,12320.12,11901.45
2022-06-03,12012.73,12097.12,12167.44,11966.62
2022-06-06,12061.37,12200.33,12245.40,12004.20
2022-06-07,12175.23,11925.81,12194.86,11888.61
2022-06-08,12086.27,12147.28,12235.78,12052.70
2022-06-09,11754.23,12016.47,12115.06,11751.98
2022-06-10,11340.02,11543.88,11569.15,11328.27
2022-06-13,10809.23,10986.85,11071.48,10775.14
2022-06-14,10828.35,10897.43,10926.81,10733.04
2022-06-15,11099.15,10968.40,11244.26,10866.39
2022-06-16,10646.10,10806.02,10831.07,10565.14
2022-06-17,10798.35,10697.55,10884.71,10638.72
2022-06-21,11069.30,10974.05,11164.99,10974.05
2022-06-22,11053.08,10941.95,11216.77,10938.06
2022-06-23,11232.19,11137.68,11260.27,11046.28
2022-06-24,11607.62,11351.31,11613.23,11337.78
2022-06-27,11524.55,11661.02,11677.49,11487.07
2022-06-28,11181.54,11542.24,11635.85,11177.68
2022-06-29,11177.89,11160.22,11226.33,11072.19
2022-06-30,11028.74,11048.25,11160.92,10850.01
2022-07-01,11127.85,11006.83,11132.55,10922.71
2022-07-05,11322.24,10964.18,11323.89,10911.45
2022-07-06,11361.85,11337.90,11443.15,11250.32
2022-07-07,11621.35,11422.60,11644.47,11412.88
2022-07-08,11635.31,11503.61,11689.70,11479.77
2022-07-11,11372.60,11524.49,11541.10,11348.06
2022-07-12,11264.73,11420.89,11483.17,11207.08
2022-07-13,11247.58,11056.55,11325.67,11031.27
2022-07-14,11251.19,11151.21,11279.97,11005.93
2022-07-15,11452.42,11379.36,11454.69,11295.33
2022-07-18,11360.05,11561.64,11629.03,11322.84
2022-07-19,11713.15,11515.00,11721.22,11448.97
2022-07-20,11897.65,11726.09,11939.96,11703.36
2022-07-21,12059.61,11914.15,12060.59,11812.72
2022-07-22,11834.11,12025.37,12093.02,11767.19
2022-07-25,11782.67,11837.96,11855.11,11707.53
2022-07-26,11562.57,11701.53,11711.31,11533.37
2022-07-27,12032.42,11756.19,12081.73,11718.38
2022-07-28,12162.59,12036.48,12179.09,11886.67
2022-07-29,12390.69,12239.69,12426.26,12181.13
2022-08-01,12368.98,12317.96,12499.72,12271.98
2022-08-02,12348.76,12479.78,12503.34,12260.48
2022-08-03,12668.16,12433.87,12699.64,12425.21
2022-08-04,12720.58,12675.04,12736.19,12600.78
2022-08-05,12657.55,12538.80,12720.44,12525.77
2022-08-08,12644.46,12703.72,12855.15,12597.75
2022-08-09,12493.93,12557.49,12582.91,12438.86
2022-08-10,12854.80,12793.44,12861.44,12698.61
2022-08-11,12779.91,12987.95,13026.24,12760.09
2022-08-12,13047.19,12866.31,13047.19,12821.22
2022-08-15,13128.05,12996.63,13146.06,12993.78
2022-08-16,13102.55,13082.64,13181.09,12979.24
2022-08-17,12938.12,12968.63,13053.51,12863.01
2022-08-18,12965.34,12937.79,13002.66,12873.49
2022-08-19,12705.22,12832.27,12859.01,12674.87
2022-08-22,12381.57,12523.16,12538.55,12353.73
2022-08-23,12381.30,12380.37,12490.85,12352.03
2022-08-24,12431.53,12375.15,12504.33,12350.16
2022-08-25,12639.27,12506.37,12641.26,12471.98
2022-08-26,12141.71,12630.58,12655.84,12141.52
2022-08-29,12017.67,12021.05,12124.87,11981.42
2022-08-30,11883.14,12093.06,12101.85,11790.02
2022-08-31,11816.20,11972.56,12027.43,11814.17
2022-09-01,11785.13,11707.44,11798.37,11546.52
2022-09-02,11630.86,11899.14,11945.91,11573.51
2022-09-06,11544.91,11643.03,11679.43,11471.50
2022-09-07,11791.90,11559.38,11819.07,11555.08
2022-09-08,11862.13,11679.86,11896.73,11660.53
2022-09-09,12112.31,11958.61,12132.67,11958.61
2022-09-12,12266.41,12174.94,12270.19,12169.28
2022-09-13,11633.57,11908.81,11957.97,11604.43
2022-09-14,11719.68,11680.41,11746.83,11602.76
2022-09-15,11552.36,11633.24,11760.73,11497.11
2022-09-16,11448.40,11401.21,11460.43,11316.92
2022-09-19,11535.02,11338.57,11538.13,11337.83
2022-09-20,11425.05,11440.14,11520.99,11343.72
2022-09-21,11220.19,11466.21,11613.57,11218.99
2022-09-22,11066.81,11167.38,11203.77,11024.64
2022-09-23,10867.93,10952.69,10958.29,10732.72
2022-09-26,10802.92,10833.38,11024.00,10789.05
2022-09-27,10829.50,10955.29,11040.98,10741.02
2022-09-28,11051.64,10817.52,11101.50,10776.34
2022-09-29,10737.51,10894.44,10899.47,10623.22
2022-09-30,10575.62,10697.71,10883.04,10572.33
2022-10-03,10815.43,10659.01,10875.46,10577.89
2022-10-04,11176.41,11054.72,11189.96,11044.04
2022-10-05,11148.64,11022.67,11210.32,10910.76
2022-10-06,11073.31,11129.04,11230.44,11051.27
2022-10-07,10652.40,10877.28,10891.93,10608.52
2022-10-10,10542.10,10659.95,10669.93,10449.04
2022-10-11,10426.19,10484.37,10608.84,10351.98
2022-10-12,10417.10,10437.00,10494.53,10372.21
2022-10-13,10649.15,10131.82,10697.71,10088.83
2022-10-14,10321.39,10742.81,10766.69,10308.81
2022-10-17,10675.80,10575.65,10696.59,10569.69
2022-10-18,10772.40,10963.99,10972.97,10670.12
2022-10-19,10680.51,10689.31,10808.04,10592.88
2022-10-20,10614.84,10657.41,10837.30,10574.55
2022-10-21,10859.72,10576.04,10875.72,10542.43
2022-10-24,10952.61,10867.07,10983.52,10713.33
2022-10-25,11199.12,10996.97,11210.38,10996.97
2022-10-26,10970.99,10969.02,11205.84,10948.38
2022-10-27,10792.67,10971.95,10998.73,10780.50
2022-10-28,11102.45,10766.20,11117.04,10766.20
2022-10-31,10988.15,11028.43,11047.94,10914.00
2022-11-01,10890.85,11154.74,11156.35,10881.19
2022-11-02,10524.80,10885.01,10993.24,10522.90
2022-11-03,10342.94,10399.45,10486.01,10319.54
2022-11-04,10475.25,10548.14,10553.63,10262.93
2022-11-07,10564.52,10516.94,10587.96,10428.91
2022-11-08,10616.20,10611.53,10745.64,10472.73
2022-11-09,10353.17,10531.64,10564.97,10344.01
2022-11-10,11114.15,10869.17,11119.11,10779.95
2022-11-11,11323.33,11124.75,11352.43,11069.83
2022-11-14,11196.22,11233.90,11350.12,11167.17
2022-11-15,11358.41,11474.82,11492.62,11241.15
2022-11-16,11183.66,11260.10,11286.10,11162.92
2022-11-17,11144.96,11008.67,11198.84,11006.21
2022-11-18,11146.06,11257.01,11259.44,11059.16
2022-11-21,11024.51,11091.01,11128.78,10999.75
2022-11-22,11174.41,11058.56,11179.87,10975.66
2022-11-23,11285.32,11174.61,11310.82,11174.61
2022-11-25,11226.36,11231.00,11261.57,11206.38
2022-11-28,11049.50,11147.57,11217.75,11020.69
2022-11-29,10983.78,11060.02,11086.02,10944.37
2022-11-30,11468.00,10995.20,11468.47,10966.53
2022-12-01,11482.45,11475.17,11546.77,11378.75
2022-12-02,11461.50,11308.38,11492.32,11296.72
2022-12-05,11239.94,11380.99,11425.51,11193.02
2022-12-06,11014.89,11228.42,11241.42,10956.20
2022-12-07,10958.55,10963.95,11039.81,10910.62
2022-12-08,11082.00,11011.33,11119.16,10939.47
2022-12-09,11004.62,11038.17,11138.70,10999.26
2022-12-12,11143.74,11015.48,11144.67,10984.82
2022-12-13,11256.81,11542.84,11571.64,11160.54
2022-12-14,11170.89,11248.09,11352.09,11065.24
2022-12-15,10810.53,11012.62,11029.57,10775.61
2022-12-16,10705.41,10767.63,10833.24,10642.10
2022-12-19,10546.03,10707.44,10713.97,10497.55
2022-12-20,10547.11,10490.89,10609.46,10446.82
2022-12-21,10709.37,10592.00,10753.57,10569.20
2022-12-22,10476.12,10586.46,10599.34,10313.32
2022-12-23,10497.86,10437.75,10514.76,10361.82
2022-12-27,10353.23,10462.19,10472.32,10340.73
2022-12-28,10213.29,10339.20,10414.82,10207.47
2022-12-29,10478.09,10321.46,10502.08,10301.06
2022-12-30,10466.48,10368.37,10468.31,10324.70
2023-01-03,10386.98,10562.06,10613.06,10309.16
2023-01-04,10458.76,10467.82,10515.22,10337.64
2023-01-05,10305.24,10390.31,10393.22,10295.25
2023-01-06,10569.29,10363.96,10604.14,10265.04
2023-01-09,10635.65,10662.10,10807.26,10619.12
2023-01-10,10742.63,10607.72,10743.67,10589.59
2023-01-11,10931.67,10794.99,10932.44,10762.73
2023-01-12,11001.10,10969.26,11027.75,10797.12
2023-01-13,11079.16,10906.37,11084.01,10900.16
2023-01-17,11095.11,11070.00,11145.44,11024.72
2023-01-18,10957.01,11170.95,11223.41,10952.05
2023-01-19,10852.27,10890.40,10932.52,10804.57
2023-01-20,11140.43,10924.66,11143.17,10885.65
2023-01-23,11364.41,11171.94,11405.50,11144.03
2023-01-24,11334.27,11302.93,11378.15,11282.65
2023-01-25,11313.36,11146.53,11334.22,11069.18
2023-01-26,11512.41,11458.40,11516.05,11341.19
2023-01-27,11621.71,11470.47,11691.89,11470.27
2023-01-30,11393.81,11512.34,11553.31,11388.54
2023-01-31,11584.55,11398.58,11586.01,11398.37
2023-02-01,11816.32,11573.14,11904.02,11500.33
2023-02-02,12200.82,12065.15,12269.55,12024.14
2023-02-03,12006.95,11946.86,12231.31,11946.86
2023-02-06,11887.45,11904.41,11973.41,11843.49
2023-02-07,12113.79,11891.25,12150.22,11836.78
2023-02-08,11910.52,12069.12,12096.39,11890.09
2023-02-09,11789.58,12069.10,12070.96,11745.11
2023-02-10,11718.12,11714.60,11775.80,11630.54
2023-02-13,11891.79,11759.09,11910.92,11719.73
2023-02-14,11960.15,11808.20,11999.85,11760.56
2023-02-15,12070.59,11905.12,12071.29,11876.82
2023-02-16,11855.83,11896.31,12040.34,11853.36
2023-02-17,11787.27,11777.50,11803.22,11673.21
2023-02-21,11492.30,11640.37,11684.14,11491.18
2023-02-22,11507.07,11517.20,11582.52,11445.17
2023-02-23,11590.40,11636.93,11638.98,11432.58
2023-02-24,11394.94,11404.18,11434.36,11334.47
2023-02-27,11466.98,11517.19,11565.23,11444.60
2023-02-28,11455.54,11451.05,11548.23,11435.39
2023-03-01,11379.48,11447.58,11479.00,11349.87
2023-03-02,11462.98,11273.77,11487.59,11273.61
2023-03-03,11689.01,11524.65,11699.63,11514.74
2023-03-06,11675.74,11736.87,11827.92,11667.48
2023-03-07,11530.33,11670.98,11705.96,11512.03
2023-03-08,11576.00,11553.09,11601.23,11487.75
2023-03-09,11338.35,11578.31,11667.12,11319.98
2023-03-10,11138.89,11325.36,11373.81,11093.86
