date,close_usd,volume
2021-01-01,29130.21,9211.491621010005
2021-01-02,33026.28,13444.106964420012
2021-01-03,32759.78,17953.046058420005
2021-01-04,31172.41,22515.069433799996
2021-01-05,33467.68,12973.909376169968
2021-01-06,35347.64,17783.764867280006
2021-01-07,38938.35,23660.191224569993
2021-01-08,39948.98,21537.934680900013
2021-01-09,40728.95,12549.046324949997
2021-01-10,38078.08,10544.175789019988
2021-01-11,32517.53,40440.194577780014
2021-01-12,35022.26,22116.760872250015
2021-01-13,35705,13695.525416000004
2021-01-14,39296.62,12532.53833895001
2021-01-15,35438.16,12611.575662169997
2021-01-16,36500.42,8992.083258040007
2021-01-17,35680,7355.725350540002
2021-01-18,35797.47,6440.768329380008
2021-01-19,36446.95,6255.489842139998
2021-01-20,35259.22,11832.319630730006
2021-01-21,31742.9,18068.13615031
2021-01-22,33345.79,19490.28300091997
2021-01-23,32203.32,6573.375759660013
2021-01-24,31850.03,4013.5608861900005
2021-01-25,33676.48,9100.120847189997
2021-01-26,32286.06,10794.998460520006
2021-01-27,29723.39,19774.627887559975
2021-01-28,32696.01,18580.867131250037
2021-01-29,35177,32183.51560815002
2021-01-30,34363.24,10780.729800430008
2021-01-31,32487.61,4789.063840059992
2021-02-01,33737.3,8406.445297399998
2021-02-02,35314.31,6773.643117239992
2021-02-03,37185.59,8336.224401260006
2021-02-04,37200,12117.871291010013
2021-02-05,37423.85,5618.997280969996
2021-02-06,40341.59,7932.797220520001
2021-02-07,38319.25,6962.774234040003
2021-02-08,42705.78,14656.799001859998
2021-02-09,47072.73,15913.436309480025
2021-02-10,45144.15,9994.569354609992
2021-02-11,47711.78,8510.807338530003
2021-02-12,47312.34,7162.515778930016
2021-02-13,46839.5,4571.109495580003
2021-02-14,48764.35,5117.365826600011
2021-02-15,48347.04,6650.493706810008
2021-02-16,48660.94,7864.0137024900005
2021-02-17,51427.4,9283.904891190008
2021-02-18,51800,6584.807269819991
2021-02-19,55343.71,7941.919055910006
2021-02-20,57149.51,6660.052693819992
2021-02-21,58192.79,4117.962775639994
2021-02-22,53240.21,15424.958136380008
2021-02-23,46864.91,18177.8985451
2021-02-24,49618.4,9212.833737639985
2021-02-25,49601.25,7123.844876660011
2021-02-26,47309.17,8875.23448346999
2021-02-27,47167.77,3637.965811529999
2021-02-28,43724.75,5898.936020410001
2021-03-01,48534.26,8403.175221570007
2021-03-02,47695.11,5932.474371209999
2021-03-03,51277.66,6142.10263857001
2021-03-04,47566.05,5363.190915070002
2021-03-05,48498.21,5574.057609129997
2021-03-06,48505.9,2457.1744857000003
2021-03-07,50401.04,2434.9885917800007
2021-03-08,50793.13,4104.161426250007
2021-03-09,53923.77,5733.358253049999
2021-03-10,56727.25,5938.697016449997
2021-03-11,57525.09,7399.504673819995
2021-03-12,57363.41,5469.1074571900035
2021-03-13,60295.01,5701.378731379997
2021-03-14,59914.15,3997.612395360005
2021-03-15,56631.96,7469.206121140002
2021-03-16,55771.8,7671.145759640004
2021-03-17,57909.51,5735.714876200006
2021-03-18,57269.83,5837.240568159999
2021-03-19,58884.88,3647.6172635299954
2021-03-20,59264.78,2500.988676699998
2021-03-21,57583.82,3611.2466620499986
2021-03-22,55593.39,4164.021796260001
2021-03-23,55009.03,7101.241609970005
2021-03-24,54703.59,5318.799119459998
2021-03-25,52184.05,8039.110540450005
2021-03-26,53865.81,5091.314118970005
2021-03-27,55842.61,2764.770944609994
2021-03-28,55228.45,2100.199508
2021-03-29,57665.67,5046.378920139996
2021-03-30,59118.91,3855.9521251000033
2021-03-31,58582.36,4338.27902719
2021-04-01,58899.97,3038.747241809999
2021-04-02,58864.8,2637.3270745600043
2021-04-03,58636.49,1432.7859409800021
2021-04-04,57969.03,1752.1106473499992
2021-04-05,59028.06,2267.9356025400025
2021-04-06,58258.14,2683.400146330004
2021-04-07,56127.66,5089.524585990007
2021-04-08,57742.55,4958.717531059999
2021-04-09,58373.13,2764.2096020699996
2021-04-10,59548.73,3586.479206939999
2021-04-11,59661.24,2102.4124630599977
2021-04-12,60039.68,3597.2959183199973
2021-04-13,63044.49,5679.162337499995
2021-04-14,62139.52,5454.567638479999
2021-04-15,63460.99,3898.8739582600056
2021-04-16,61848.34,5893.063491849995
2021-04-17,60755.55,2885.1454925400008
2021-04-18,55832.73,12125.27454374998
2021-04-19,56027.41,6426.778637399999
2021-04-20,56639.29,5748.170403470006
2021-04-21,55518.27,4572.626958849996
2021-04-22,52957.17,6558.22063978999
2021-04-23,50941.32,13074.779559980023
2021-04-24,50729.57,3507.3874856399984
2021-04-25,49414.37,3127.175166549997
2021-04-26,54101.16,6934.354801480004
2021-04-27,54846.25,4429.129730130001
2021-04-28,55461.68,4132.774175379999
2021-04-29,52888.31,4341.638904229998
2021-04-30,57098.08,4736.8189859499935
2021-05-01,57822.6,2745.3486011800014
2021-05-02,56888.61,1888.7560957699998
2021-05-03,57589.8,3236.7994544599956
2021-05-04,54594.15,5374.405849709987
2021-05-05,57186.27,5841.358928159996
2021-05-06,56180.86,5259.347102080005
2021-05-07,57648.3,4326.274192910003
2021-05-08,59149.79,3140.298029299999
2021-05-09,57352.77,2577.692106509998
2021-05-10,55694.85,4680.054784559999
2021-05-11,56729.69,5901.205080690005
2021-05-12,54496.28,4415.484875630001
2021-05-13,48549.37,10871.346226139995
2021-05-14,50198.39,4231.825220309998
2021-05-15,48071.37,3184.7321080600013
2021-05-16,45550,4474.189535010003
2021-05-17,44225.96,13324.27632511001
2021-05-18,43297.57,6651.064504810006
2021-05-19,39407.94,30299.79952497002
2021-05-20,40214.36,16168.71989762995
2021-05-21,36094.58,11808.455465799989
2021-05-22,37379.12,7824.312768339996
2021-05-23,33101.38,8483.383951650001
2021-05-24,39641.54,10242.65745078999
2021-05-25,37365.72,6776.528522900009
2021-05-26,38554.15,4194.053048340002
2021-05-27,38828.53,4121.977228
2021-05-28,35802.58,5572.361978899997
2021-05-29,34059.74,5004.322596990002
2021-05-30,36102.48,3114.299534159996
2021-05-31,36907.65,4328.982676430003
2021-06-01,35964.59,4384.547097910001
2021-06-02,37895.52,4157.155941309996
2021-06-03,38598.24,4073.201131520002
2021-06-04,36835.04,5813.204738290002
2021-06-05,35764.83,3748.1918618399986
2021-06-06,35762.58,2878.631214479999
2021-06-07,35649,3882.508262499991
2021-06-08,32913.02,9512.962392699983
2021-06-09,36291.76,8471.679235889995
2021-06-10,36706.18,6274.516434939994
2021-06-11,37268.86,3907.0624601800037
2021-06-12,35745.71,3872.6353539400006
2021-06-13,37695.47,2729.7025634200045
2021-06-14,39696.86,6915.349468349989
2021-06-15,39980.88,4141.5319285900005
2021-06-16,38687.88,4051.1074545000024
2021-06-17,37700,3373.8511523499988
2021-06-18,35335.67,4188.742263490001
2021-06-19,35944.15,3309.5524310000055
2021-06-20,35512.07,3869.040843879999
2021-06-21,32592.83,8084.855625990012
2021-06-22,32409.31,10253.30000116
2021-06-23,32898.7,5519.355014370003
2021-06-24,34858.8,5371.42437608
2021-06-25,32261.63,4502.83795241
2021-06-26,31594.35,3794.2461064999984
2021-06-27,32827.86,2823.5669409699976
2021-06-28,34459.15,3804.7566910200007
2021-06-29,36418.26,3171.1530767600007
2021-06-30,34780.49,3057.890707290001
2021-07-01,33119.94,3600.277558199997
2021-07-02,33358.58,2107.3651486999966
2021-07-03,34759.19,1260.54206075
2021-07-04,35572.8,1126.6676219199983
2021-07-05,34136.51,2125.7547709899995
2021-07-06,34028.97,2587.9674177200022
2021-07-07,34648.94,1494.8133525400006
2021-07-08,32999.01,2975.0440491100003
2021-07-09,33452.31,1663.579289500001
2021-07-10,33418.82,1399.7968575800012
2021-07-11,33902.61,1497.3763809200013
2021-07-12,32832.24,1974.709466260002
2021-07-13,32297.88,1987.2660463499988
2021-07-14,32739.16,2740.3846247299984
2021-07-15,31539.48,2422.7611139899977
2021-07-16,31938.31,1964.673211800002
2021-07-17,31856.73,1491.318868529999
2021-07-18,31654.11,1336.2887919300042
2021-07-19,30728.85,2459.374938889999
2021-07-20,29790.12,3191.536763000005
2021-07-21,31649.06,4877.2380817300045
2021-07-22,32395.05,2539.071488669998
2021-07-23,32273.14,1786.8883379800013
2021-07-24,33883.88,1701.4181664599969
2021-07-25,34379,1690.638031229999
2021-07-26,39362.65,7048.708500720009
2021-07-27,37828.87,7767.934537970006
2021-07-28,40410.91,4085.094075959997
2021-07-29,39699.25,2221.272589029997
2021-07-30,39901,2724.141956910003
2021-07-31,41335.16,2568.1780757799975
2021-08-01,41260,1536.3021214000023
2021-08-02,39189.39,2765.9024392900023
2021-08-03,37984.63,3017.2619234
2021-08-04,39751.38,4469.6460343099925
2021-08-05,40695.28,5561.640493099999
2021-08-06,42913.5,3232.933926339996
2021-08-07,44015.1,4100.875021419997
2021-08-08,43743.7,4321.247763439998
2021-08-09,46021.26,3927.991152050005
2021-08-10,45529.93,3476.7666583899995
2021-08-11,46475.2,2490.886834270002
2021-08-12,44411.82,2580.4274871599996
2021-08-13,46467.6,2272.4155843699987
2021-08-14,47098.49,2654.621676419999
2021-08-15,46366.38,1558.834843559999
2021-08-16,46101.61,2488.424991389999
2021-08-17,45482.99,2902.6492182099996
2021-08-18,44898.4,2733.602469179994
2021-08-19,46710.14,2448.32336977
2021-08-20,48701.97,2917.788728390001
2021-08-21,48979.19,2034.4699839300004
2021-08-22,48692.21,1018.4559053800002
2021-08-23,49228.63,2337.7355478500003
2021-08-24,48249.72,2236.488512930003
2021-08-25,48684.36,1899.3052206900004
2021-08-26,46967.83,2111.576197679999
2021-08-27,48339.59,1856.7490641599995
2021-08-28,48677.19,898.74844345
2021-08-29,48830.47,970.54874799
2021-08-30,48650,1353.1247528899999
2021-08-31,47321.52,2237.7553625200007
2021-09-01,48162.13,2459.067569829998
2021-09-02,49355.82,2337.1921271600045
2021-09-03,50568.41,2134.312229940005
2021-09-04,50023.26,995.2088070199997
2021-09-05,50722.13,754.69424672
2021-09-06,51750,2086.7478548099975
2021-09-07,46693.9,6170.659958430004
2021-09-08,46466.52,3797.5039368500047
2021-09-09,46582.77,2858.884831259998
2021-09-10,45645.39,2068.345576489998
2021-09-11,45373.69,1313.340479259999
2021-09-12,45914.13,844.64328899
2021-09-13,44772.31,2432.497471520004
2021-09-14,46490.9,1515.9837866599996
2021-09-15,48108.49,1412.6492509700022
2021-09-16,47458.06,1816.8167828500004
