date,close_usd,volume
2012-04-06,4.98,923.7964140999999
2012-04-07,4.7,273.84568497
2012-04-08,4.76,180.23400867
2012-04-09,4.85,58.55832457
2012-04-10,4.8,414.81763742
2012-04-11,4.88,262.08034760999993
2012-04-12,4.86,693.21181584
2012-04-13,4.89,1010.8455516099999
2012-04-14,4.98,740.63893854
2012-04-15,4.92,178.48458606
2012-04-16,4.94,472.36305846000005
2012-04-17,4.99,350.00743089
2012-04-18,5.11,825.93769222
2012-04-19,5.16,522.47172241
2012-04-20,5.19,394.46779259000004
2012-04-21,5.26,335.6660682699999
2012-04-22,5.18,136.58325896
2012-04-23,5.15,655.45112991
2012-04-24,5.11,2191.79000591
2012-04-25,4.9,1582.7419222400001
2012-04-26,5.08,362.92842381
2012-04-27,5.04,1252.72418771
2012-04-28,4.85,199.62227793
2012-04-29,4.91,68.28187643
2012-04-30,5,490.5807775600001
2012-05-01,4.97,831.74622588
2012-05-02,5.08,473.38454572
2012-05-03,5.1,652.96121494
2012-05-04,5.1,675.8500022200001
2012-05-05,5.04,504.42259194000013
2012-05-06,5.05,1206.9512612600001
2012-05-07,5.06,830.54702953
2012-05-08,5.04,659.2868241599998
2012-05-09,5.04,308.64057304
2012-05-10,5.01,913.69882317
2012-05-11,4.93,452.90303224999985
2012-05-12,4.97,103.12078006
2012-05-13,4.94,585.3544656600001
2012-05-14,4.99,706.72911768
2012-05-15,4.95,612.9959638299999
2012-05-16,5.04,166.76768282
2012-05-17,5.03,621.64037086
2012-05-18,5.06,877.6352793099999
2012-05-19,5.05,181.29813409999997
2012-05-20,5.08,47.83695807000001
2012-05-21,5.01,252.21034606
2012-05-22,5.07,562.3207169000001
2012-05-23,5.08,738.20529538
2012-05-24,5.12,910.2585466300003
2012-05-25,5.09,203.33948586999998
2012-05-26,5.07,493.29847801000005
2012-05-27,5.06,905.8074127799999
2012-05-28,5.08,174.70609284999998
2012-05-29,5.12,1330.4649226400002
2012-05-30,5.13,454.59578107
2012-05-31,5.14,1081.1258463200004
2012-06-01,5.22,788.2030436700002
2012-06-02,5.21,212.96550157000001
2012-06-03,5.19,19.33475413
2012-06-04,5.23,1340.9631368899995
2012-06-05,5.33,917.5682684
2012-06-06,5.48,726.4281650999999
2012-06-07,5.48,1152.92722963
2012-06-08,5.61,1682.1458863099995
2012-06-09,5.54,296.18351501
2012-06-10,5.43,306.97480795
2012-06-11,5.53,658.0795099700001
2012-06-12,5.9,1823.66435186
2012-06-13,5.95,8692.516639280004
2012-06-14,5.87,3607.76994089
2012-06-15,6.08,2170.8668168799995
2012-06-16,6.4,1063.6044087200003
2012-06-17,6.16,391.50919323000005
2012-06-18,6.1,2308.0171753300006
2012-06-19,6.26,1564.45391334
2012-06-20,6.65,2003.288942679999
2012-06-21,6.64,607.9732991599998
2012-06-22,6.59,897.8676696599996
2012-06-23,6.36,1027.6991830799998
2012-06-24,6.44,744.9060615799999
2012-06-25,6.2,1889.39096352
2012-06-26,6.44,2223.6641853599995
2012-06-27,6.52,10666.971470059996
2012-06-28,6.5,4967.60091398
2012-06-29,6.57,7715.613620430001
2012-06-30,6.54,1225.66353902
2012-07-01,6.54,329.15909557
2012-07-02,6.55,1670.8618990199998
2012-07-03,6.47,2090.53447248
2012-07-04,6.49,1611.89346607
2012-07-05,6.66,1703.27210066
2012-07-06,6.58,1351.4348071299996
2012-07-07,6.66,1016.8143520300005
2012-07-08,6.77,1608.5402013400007
2012-07-09,6.67,1332.71415064
2012-07-10,7,1672.1603011500008
2012-07-11,7.1,975.1666934300001
2012-07-12,7.1,1702.8064708699994
2012-07-13,7.65,1826.1970524199994
2012-07-14,7.44,470.53342217000005
2012-07-15,7.4,471.8734549900002
2012-07-16,8.05,3320.659255549999
2012-07-17,8.42,3652.623191660001
2012-07-18,9.1,3009.5357384899985
2012-07-19,9.2,2211.0959341800003
2012-07-20,8.53,1747.3010788699999
2012-07-21,8.86,2420.607588030002
2012-07-22,8.64,1351.23842027
2012-07-23,8.78,2523.6503502500004
2012-07-24,8.57,1316.15570239
2012-07-25,8.49,705.59741321
2012-07-26,8.61,1748.7461498899997
2012-07-27,8.83,989.0731626699999
2012-07-28,8.9,1476.5642758000001
2012-07-29,8.72,656.2667178600001
2012-07-30,8.9,2246.246637510001
2012-07-31,9.2,1446.8581936599999
2012-08-01,9.36,1972.0659697699998
2012-08-02,9.81,2597.3163152099996
2012-08-03,10.86,2109.2757152000004
2012-08-04,10.97,734.0591101699999
2012-08-05,10.4,1673.0443088999998
2012-08-06,10.84,2259.18217873
2012-08-07,10.74,865.3944998299997
2012-08-08,10.96,3222.766182529999
2012-08-09,11.09,2322.0878884699987
2012-08-10,11.25,2513.0781790200003
2012-08-11,11.31,529.0884514200002
2012-08-12,11.69,588.6189549900001
2012-08-13,11.58,3725.8575439999986
2012-08-14,12.03,1652.53710615
2012-08-15,12.66,1807.9577455599997
2012-08-16,13.42,1519.0512892999989
2012-08-17,12.98,4447.781110680002
2012-08-18,11.95,2219.147759020001
2012-08-19,8.57,4494.068866059999
2012-08-20,9.41,4984.390708070003
2012-08-21,10.44,3316.33223485
2012-08-22,10.42,6783.531069759999
2012-08-23,10.06,4017.7792954899996
2012-08-24,10.26,3620.63641497
2012-08-25,10.44,1422.1183797999997
2012-08-26,10.5,1423.29454473
2012-08-27,10.58,3791.6708529499992
2012-08-28,11.17,3054.9542368600005
2012-08-29,10.85,5155.5895373
2012-08-30,10.54,1433.8090364300003
2012-08-31,9.81,2592.1856827299994
2012-09-01,10.14,1074.1900565699998
2012-09-02,10.14,1370.36935928
2012-09-03,10.3,1093.2455893000001
2012-09-04,10.4,2506.706735030001
2012-09-05,10.59,1633.0705389900004
2012-09-06,10.87,3110.6143531
2012-09-07,11.08,1937.5951888900008
2012-09-08,10.97,889.1013554799997
2012-09-09,10.85,1637.8378706400006
2012-09-10,10.98,2292.7132681199982
2012-09-11,10.65,3758.3870973399994
2012-09-12,11.13,3737.910702550002
2012-09-13,11.3,1811.45508187
2012-09-14,11.7,2405.437388510001
2012-09-15,11.6,588.4202282799998
2012-09-16,11.68,1407.6965188199997
2012-09-17,11.84,603.6265835800002
2012-09-18,11.89,2838.067559699999
2012-09-19,12.4,2085.12949634
2012-09-20,12.45,861.0020073699999
2012-09-21,12.35,1616.00065157
2012-09-22,12.05,859.97166894
2012-09-23,11.86,1184.1572402700006
2012-09-24,11.95,1481.8355031300002
2012-09-25,11.85,2744.996559159999
2012-09-26,12.1,3531.956992329999
2012-09-27,12.25,2941.5862133399996
2012-09-28,12.26,3179.08583158
2012-09-29,12.22,643.76350613
2012-09-30,12.17,267.69582095
2012-10-01,12.08,3047.5935271200005
2012-10-02,12.3,4476.004394769999
2012-10-03,12.9,4346.644023759999
2012-10-04,12.7,3904.582326640001
2012-10-05,12.64,4882.570559600002
2012-10-06,12.38,2314.0561745699993
2012-10-07,11.75,3293.1192478399994
2012-10-08,11.64,2695.5779076599997
2012-10-09,11.89,2061.69258601
2012-10-10,12.01,1984.6815279400005
2012-10-11,11.78,2849.926753160002
2012-10-12,12,627.9975506599999
2012-10-13,11.82,543.4385258899999
2012-10-14,11.84,339.83047428
2012-10-15,11.49,3209.321287679999
2012-10-16,11.93,1174.6208648900001
2012-10-17,11.9,2897.671161120001
2012-10-18,11.83,1049.1113289699997
2012-10-19,11.65,9734.723297690001
2012-10-20,11.63,1541.69926478
2012-10-21,11.58,1491.65124218
2012-10-22,11.54,2162.38009716
2012-10-23,11.49,2914.940694959998
2012-10-24,11.46,2989.219348160001
2012-10-25,10.85,3137.46224206
2012-10-26,9.81,2480.5129435099993
2012-10-27,10.62,2031.29822655
2012-10-28,10.58,826.58700857
2012-10-29,10.59,2533.817318469999
2012-10-30,10.7,2714.5393190000013
2012-10-31,10.75,2846.7762484300006
2012-11-01,10.98,1912.3907529400008
2012-11-02,10.68,2617.2744262800006
2012-11-03,10.67,1835.7542885800003
2012-11-04,10.53,1331.3807165599997
2012-11-05,10.78,2676.154613009999
2012-11-06,10.57,6602.401943039999
2012-11-07,10.82,3953.55649393
2012-11-08,10.8,2942.0896322999984
2012-11-09,10.81,2192.2019678700008
2012-11-10,10.87,1553.9009264200001
2012-11-11,10.64,561.8045431300002
2012-11-12,10.85,1149.0231782
2012-11-13,10.98,1999.7771241299997
2012-11-14,10.98,1761.3990666099999
2012-11-15,10.98,1770.1347503700006
2012-11-16,11.56,7852.662906510001
2012-11-17,11.51,850.9790459900001
2012-11-18,11.57,1057.8657638600002
2012-11-19,11.63,3829.07697592
2012-11-20,11.63,2780.0896570700006
2012-11-21,11.64,3136.968856209998
2012-11-22,12.11,9883.470221749998
2012-11-23,12.04,2257.7009876500006
2012-11-24,12.17,1855.01147773
2012-11-25,12.21,865.87570863
2012-11-26,12.23,4332.38393008
2012-11-27,11.95,3756.3025528400003
2012-11-28,12.2,3101.91768951
2012-11-29,12.38,4237.544908830002
2012-11-30,12.42,4095.5877239600018
2012-12-01,12.34,2837.3704109600003
2012-12-02,12.45,1636.2193077099994
2012-12-03,12.47,3134.840017660001
2012-12-04,12.77,5475.405523690001
2012-12-05,13.29,5095.33374443
2012-12-06,13.27,4321.75281402
2012-12-07,13.35,3949.871272520001
2012-12-08,13.34,311.7690872900001
2012-12-09,13.18,1109.19390984
2012-12-10,13.28,5115.032827279999
2012-12-11,13.4,3767.46294063
2012-12-12,13.39,3678.189768640001
2012-12-13,13.48,5237.702013459995
2012-12-14,13.52,6119.414815119998
2012-12-15,13.38,2053.84965912
2012-12-16,13.27,1195.53643955
2012-12-17,13.08,4930.729814979997
2012-12-18,13.05,3845.9903403899984
2012-12-19,13.28,5089.796653419998
2012-12-20,13.44,3345.36571065
2012-12-21,13.3,2025.9170060899996
2012-12-22,13.2,1669.3794939800002
2012-12-23,13.21,356.9996991400002
2012-12-24,13.03,1825.10987149
2012-12-25,13.24,959.7227621099998
2012-12-26,13.16,1517.7182546499998
2012-12-27,13,2842.118857140001
2012-12-28,13.13,3981.4865187099986
2012-12-29,13.24,1752.4590405299996
2012-12-30,13.29,931.7852758900002
2012-12-31,13.24,1263.7670368099996
2013-01-01,13.1,793.5832343200001
2013-01-02,13.06,3515.07449853
2013-01-03,13.1,2825.2037310400005
2013-01-04,13.17,3234.3557048799994
2013-01-05,13.14,1120.1234242700002
2013-01-06,13.15,949.9532870600001
2013-01-07,13.2,2155.9999985599993
2013-01-08,13.45,6449.194888189999
2013-01-09,13.61,4525.210738689999
2013-01-10,13.9,5192.041817850001
2013-01-11,14.03,2012.8905788799993
2013-01-12,13.84,2660.5458625500005
2013-01-13,13.94,1433.0085055899997
2013-01-14,14.01,3458.7475181199998
2013-01-15,14.22,5469.451003000001
2013-01-16,14.45,5066.834791199999
2013-01-17,15.36,5177.160183489998
2013-01-18,15.7,7751.920087950002
2013-01-19,15.32,1876.5541835400004
2013-01-20,15.5,1038.9644922400003
2013-01-21,16.32,5892.546387190003
2013-01-22,17.49,3041.4575539800007
2013-01-23,17.58,5646.6744872499985
2013-01-24,18.25,10239.25376022
2013-01-25,17.3,9837.929630010007
2013-01-26,17.17,1907.41304122
2013-01-27,17.54,2670.46098698
2013-01-28,18.18,3834.0411009399977
2013-01-29,19.16,6171.876806329996
2013-01-30,19.31,2765.997258570001
2013-01-31,20.79,5770.335347300002
2013-02-01,20.65,3092.74985887
2013-02-02,20.19,5306.22474932
2013-02-03,20.24,1762.6847924400001
2013-02-04,20.34,4847.894331250001
2013-02-05,20.3,3003.317968029999
2013-02-06,20.89,3511.880392749999
2013-02-07,21.46,6890.178034850001
2013-02-08,22.3,2596.4335246200003
2013-02-09,23.25,2155.0165183399995
2013-02-10,23.47,1480.90872925
2013-02-11,23.8,3505.2160613199985
2013-02-12,25.76,6979.941137720001
2013-02-13,25.5,5434.303182869999
2013-02-14,26.68,10285.177652610007
2013-02-15,27.42,4932.603940219998
2013-02-16,27.09,3053.06282232
2013-02-17,26.1,4530.922964169999
2013-02-18,26.81,6187.654875179999
2013-02-19,28.6,7451.285275949997
2013-02-20,29.8,5835.281692860007
2013-02-21,30,3893.3389519499992
2013-02-22,31.48,4824.456801530001
2013-02-23,28.91,5163.894446349999
2013-02-24,30.28,1491.2755232999998
2013-02-25,30.4,1346.42564391
2013-02-26,31.41,5132.797954860001
2013-02-27,31.55,3100.502029030003
2013-02-28,33.98,5715.447884819999
2013-03-01,34.7,5226.9094123800005
2013-03-02,34.18,2057.375645219999
2013-03-03,34.3,1001.8474103999997
2013-03-04,36.51,6030.641559189997
2013-03-05,40.03,6243.264492730002
2013-03-06,48,8363.855409980004
2013-03-07,42.42,16934.278869880014
2013-03-08,43.78,5631.285942740006
2013-03-09,45.02,4261.514900029994
2013-03-10,46.2,1428.9269965200006
2013-03-11,48.3,3273.7025526800007
2013-03-12,44.89,10444.824875350005
2013-03-13,46.69,3855.166716339999
2013-03-14,47.39,3744.223640540004
2013-03-15,47.1,1093.7998344000002
2013-03-16,47,982.2944322199999
2013-03-17,47.09,1104.57525965
2013-03-18,47.67,3235.5280664599995
2013-03-19,57.78,11362.932625799996
2013-03-20,65.49,8277.042402930005
2013-03-21,73.89,9111.09194551
2013-03-22,71.03,6093.436262859998
2013-03-23,62.24,13560.068104389999
2013-03-24,70.8,3939.877733269999
2013-03-25,77,7495.628024990004
2013-03-26,77.89,7396.211269860003
2013-03-27,89.49,5618.953891009996
2013-03-28,94.5,5194.611114039997
2013-03-29,90.22,11002.620423279994
2013-03-30,92.4,2678.7117610000005
2013-03-31,94.08,1627.6358781899985
2013-04-01,103.99,6381.555169000004
2013-04-02,113.8,6298.7159709999905
2013-04-03,133.7,10765.630620809985
2013-04-04,133.21,11941.23738769001
2013-04-05,142,6681.37182126
2013-04-06,142.79,3833.1344747600024
2013-04-07,158.28,6026.1284526799955
2013-04-08,193.2,13386.332665659998
2013-04-09,229.5,10625.83372124001
2013-04-10,130,15208.050662449992
2013-04-11,60.01,38235.67165344998
2013-04-12,81.5,31876.077807289992
2013-04-13,87,17797.353497169996
2013-04-14,95,7119.697242450026
2013-04-15,87,13745.853895450015
2013-04-16,65.2,40810.31681734003
2013-04-17,87.03,30555.080693859978
2013-04-18,95.01,12723.686927700011
2013-04-19,117,30985.77818922995
2013-04-20,126.55,6488.75486449
2013-04-21,121.36,17464.802959999997
2013-04-22,123.68,6957.570309679994
2013-04-23,134.5,11880.67974546001
2013-04-24,151.04,22133.314287840007
2013-04-25,145.5,9578.362251000006
2013-04-26,133.76,18824.33088450997
2013-04-27,127.03,6416.690438419994
2013-04-28,133.21,5568.989397579976
2013-04-29,142.35,10934.036027519996
2013-04-30,136.84,6688.433031529998
2013-05-01,110.66,20081.212450569976
2013-05-02,105.38,21521.06757715
2013-05-03,91.27,28704.37523716003
2013-05-04,110.08,16623.1870314
2013-05-05,115.63,8915.660455840056
2013-05-06,116.64,12512.472862700004
2013-05-07,106.99,17825.733746039987
2013-05-08,113.96,10539.360035009993
2013-05-09,112.5,6604.152871520006
2013-05-10,118.5,10612.869999940001
2013-05-11,115.38,4674.463975190028
2013-05-12,113.4,3767.5331369199735
2013-05-13,116.73,2812.435734550008
2013-05-14,114.05,5609.435953070028
2013-05-15,109.36,16107.307174760004
2013-05-16,111.79,7173.988797780006
2013-05-17,117.97,9808.499507570004
2013-05-18,118.3,5535.281770460002
2013-05-19,116.49,4455.264920849999
2013-05-20,118.49,4053.7844193100013
2013-05-21,117.88,4341.258305090005
2013-05-22,119.35,6779.521759009999
2013-05-23,121.89,9176.094374100006
2013-05-24,129.88,13518.608254980008
2013-05-25,128.5,6842.564274290011
2013-05-26,129.75,4052.6157313599992
2013-05-27,123.58,5543.188572529998
2013-05-28,125.52,7848.69613335001
2013-05-29,130.02,8523.60104294
2013-05-30,126.97,10212.509708840007
2013-05-31,127.24,5812.614584930004
2013-06-01,128.5,3915.547599699999
2013-06-02,120,14179.309977909996
2013-06-03,120.53,9136.297481619995
2013-06-04,120.58,8530.27581977
2013-06-05,121.51,4349.020444629998
2013-06-06,119.47,4024.1855897400005
2013-06-07,111.15,19124.556913019987
2013-06-08,109.94,5884.000791279997
2013-06-09,99.94,27460.98201712002
2013-06-10,103.63,16086.680108199995
2013-06-11,107.34,5572.395435130002
2013-06-12,108.42,6089.917916359997
2013-06-13,107.74,4577.760747600003
2013-06-14,100.12,13924.450081680036
2013-06-15,99.42,6386.335225700001
2013-06-16,100.3,2004.8897909899972
2013-06-17,100.67,5548.506195489996
2013-06-18,105.69,9251.648740330009
2013-06-19,105.7,6249.927584930001
2013-06-20,106.7,7916.773978519998
2013-06-21,102,14392.709888260035
2013-06-22,100,3582.3670295400025
2013-06-23,100.38,1901.1005311900017
2013-06-24,99.47,8828.06286959
2013-06-25,99,5273.004000640004
2013-06-26,98.21,5251.102592009988
2013-06-27,97.33,4049.091383489999
2013-06-28,89.97,18199.304566800005
2013-06-29,88.51,5990.813298919995
2013-06-30,89,2350.219688439999
2013-07-01,85.51,11741.071068580002
2013-07-02,87.3,19791.434857250017
2013-07-03,80.96,16395.83254197999
2013-07-04,79.96,27916.216973850016
2013-07-05,66.22,28181.361278689998
2013-07-06,65.65,19586.938286240023
2013-07-07,68.96,8225.698358550004
2013-07-08,73.91,20048.169171929978
2013-07-09,75.06,13662.78852454999
2013-07-10,79.41,20697.740552999985
2013-07-11,87.05,25002.246730290015
2013-07-12,88.45,31442.76923611001
2013-07-13,89.89,6933.770634179994
2013-07-14,92.33,5221.547010190005
2013-07-15,93.95,13451.267151400005
2013-07-16,91.58,9219.431438010013
2013-07-17,91.1,8015.873608769988
2013-07-18,85.01,20394.409698690015
2013-07-19,85.88,8991.663429980003
2013-07-20,86.32,4330.087214800004
2013-07-21,85.12,3699.292748839996
2013-07-22,85.2,7943.311714240003
2013-07-23,86.94,13388.471826399993
2013-07-24,87.92,8716.574227380002
2013-07-25,90.02,10843.492539230001
2013-07-26,90.5,6679.966617059997
2013-07-27,89.03,3403.1646411400006
2013-07-28,91.55,5502.634436270001
2013-07-29,93.29,11810.697336150004
2013-07-30,94.14,8277.476536809994
2013-07-31,99.67,20238.467065550034
2013-08-01,96.02,7962.296988640006
2013-08-02,97.87,12384.182316620007
2013-08-03,95.96,7727.247694819999
2013-08-04,96.61,3192.1374623600004
2013-08-05,97.93,9606.423464020007
2013-08-06,97.58,10805.30700887
2013-08-07,97.63,5940.0259501800065
2013-08-08,93.85,13246.013517479993
2013-08-09,92.95,14039.062303490013
2013-08-10,94,2996.8697601299996
2013-08-11,94,2401.55051051
2013-08-12,93.99,4393.9271231600005
2013-08-13,96.84,11933.029459490006
2013-08-14,98.55,21370.575991980015
2013-08-15,98.75,8994.686523569988
2013-08-16,98.94,8847.546840589992
2013-08-17,99.02,5849.798364190004
2013-08-18,99.28,3863.280609760002
2013-08-19,101.79,19511.385526279973
2013-08-20,104.57,11278.288542050004
2013-08-21,111.89,22847.241891159993
2013-08-22,109.5,13422.199478710005
2013-08-23,107.12,9955.28411172
2013-08-24,109.49,4064.512999499973
2013-08-25,112.18,8811.41116158
2013-08-26,111,8895.046287369994
2013-08-27,118.5,20955.45201903
2013-08-28,119.3,9857.352048929994
2013-08-29,118.25,10859.056976250009
2013-08-30,123.86,15613.437891010008
2013-08-31,131.24,16816.644526369993
2013-09-01,130.78,12709.121526090006
2013-09-02,130.02,8834.100970110012
2013-09-03,129.7,11634.435522700009
2013-09-04,124.47,12707.531427820006
2013-09-05,124.05,24133.652680340016
2013-09-06,117.05,19148.779552860018
2013-09-07,118.78,11757.567883589993
2013-09-08,118.5,4582.802552850002
2013-09-09,122.87,17971.382179489992
2013-09-10,122.26,15411.141378040003
2013-09-11,123.7,14566.27056318002
2013-09-12,128.08,16449.51090491
2013-09-13,128.08,10330.170513279987
2013-09-14,124.03,8784.14202591001
2013-09-15,125.13,5857.173759199997
2013-09-16,125.8,7266.194540659998
2013-09-17,127.43,7833.13481155001
2013-09-18,127.87,12099.784137040011
2013-09-19,125.4,12308.796904690009
2013-09-20,123.77,10251.435719889998
2013-09-21,123.54,5321.818451409998
2013-09-22,122.95,2726.4682027100007
2013-09-23,123.01,7633.549644620005
2013-09-24,122.89,6794.657157960002
2013-09-25,124.37,10485.759652580007
2013-09-26,124.64,7939.668196750007
2013-09-27,125.99,11639.094009540002
2013-09-28,126.67,7780.533615180009
2013-09-29,127.86,5660.381589920001
2013-09-30,126.24,12053.449342850017
2013-10-01,127.19,7863.799760639994
2013-10-02,110.83,48928.55388469999
2013-10-03,117.47,35315.65932680001
2013-10-04,122.32,15080.392927810002
2013-10-05,121.33,3492.9761624899998
2013-10-06,122.28,3953.9066712800036
2013-10-07,123.52,6962.650720740001
2013-10-08,124.01,13410.88066101002
2013-10-09,125.98,20093.518040549992
2013-10-10,126.39,14563.695601170028
2013-10-11,127.02,7890.041298390005
2013-10-12,127.94,7131.537193039994
2013-10-13,130.94,12010.459610690006
2013-10-14,135.45,21859.27485677999
2013-10-15,139.61,15022.10378360999
2013-10-16,141.23,30597.31602900995
2013-10-17,143.97,19328.285674659983
2013-10-18,151.98,22925.31016539998
2013-10-19,164.93,37200.789938379974
2013-10-20,165,7670.239965140002
2013-10-21,179.9,30015.25884148998
2013-10-22,189.3,40847.94672321999
2013-10-23,203.52,25874.931066980014
2013-10-24,191.7,53331.390387919964
2013-10-25,183.88,34726.373106859995
2013-10-26,181,12295.273473970026
2013-10-27,193.79,9054.338325509998
2013-10-28,196.99,11473.27459987001
2013-10-29,201,14333.48840939001
2013-10-30,199.67,26009.894811710026
2013-10-31,203.74,15833.009666080003
2013-11-01,203.1,6395.0820355
2013-11-02,204.7,7221.820607480012
2013-11-03,207.75,8534.669278110005
2013-11-04,226.42,24637.898635839963
2013-11-05,247.8,34249.46526692995
2013-11-06,260.48,48453.10377757007
2013-11-07,283,49149.340087419885
2013-11-08,327.14,40028.471346079954
2013-11-09,356.05,40081.07339238002
2013-11-10,299.9,68687.30094971012
2013-11-11,334,32949.42198322
2013-11-12,350.98,19581.583012210045
2013-11-13,391.89,36006.43692451996
2013-11-14,414.9,32247.124976240008
2013-11-15,426.19,24587.64225526001
2013-11-16,430,29574.15720818002
2013-11-17,464.07,21319.23487810997
2013-11-18,584.65,45180.93234790997
2013-11-19,608.05,84192.38187954016
2013-11-20,610,51967.94199668993
2013-11-21,700.5,37737.86675370997
2013-11-22,768.99,26257.34529141996
2013-11-23,843.14,21681.014585900015
2013-11-24,822.5,20181.811055870025
2013-11-25,807,14505.245635539977
2013-11-26,852.2,31943.407003139964
2013-11-27,948.46,31993.18709728998
2013-11-28,1005.49,38967.69875109998
2013-11-29,1084.1,22004.25054498001
2013-11-30,1110.09,15520.773125049978
2013-12-01,912.15,30887.896142740035
2013-12-02,1005.98,59839.504629959985
2013-12-03,1057,15943.281814240006
2013-12-04,1143.09,13162.175088309983
2013-12-05,1034.9,54278.274337340044
2013-12-06,800.01,37855.13230802002
2013-12-07,731,92891.97224274017
2013-12-08,727.32,26147.984985000006
2013-12-09,871.93,29979.90409478996
2013-12-10,964.87,22671.624203000014
2013-12-11,880.12,32551.591293519963
2013-12-12,864.01,16244.828493540008
2013-12-13,863,15138.075913400007
2013-12-14,858.42,8214.433254410005
2013-12-15,854.92,11396.834114090008
2013-12-16,722,33790.64791278998
2013-12-17,714.05,64113.79533255989
2013-12-18,575,127286.48653306
2013-12-19,665.93,64245.56607726006
2013-12-20,651.56,32766.73377765998
2013-12-21,605,33065.85506427996
2013-12-22,625,17644.244964130015
2013-12-23,635.37,11218.176800739995
2013-12-24,647.27,15529.777156409984
2013-12-25,658.1,5481.461589150006
2013-12-26,741.41,20803.61442145999
2013-12-27,711,23461.84888013999
2013-12-28,710,13443.475636179977
2013-12-29,710,7062.447438509997
2013-12-30,738.49,8500.891281249997
2013-12-31,734.33,7734.621083880011
2014-01-01,746.78,8219.685603319993
2014-01-02,763.23,8555.805237440009
2014-01-03,799.78,19859.947780329985
2014-01-04,822.82,11791.372032440015
2014-01-05,908,19513.308907889997
2014-01-06,919.99,29034.174685360005
2014-01-07,847.03,23828.736787550013
2014-01-08,819.54,37827.388816980056
2014-01-09,782.81,18998.128981049987
2014-01-10,833.87,16337.663683289999
2014-01-11,884.41,19045.03834651997
2014-01-12,858.97,12558.52701592001
2014-01-13,812.89,17048.372678659987
2014-01-14,823.38,11899.750820589996
2014-01-15,844.15,12965.35753674
2014-01-16,826.11,7366.314070910001
